"","comid","agrc","frst","shrb","urbn","wtnd","agrc_t","frst_t","shrb_t","urbn_t","wtnd_t","p_ant","p_frt","p_shb","p_ant_t","p_frt_t","p_shb_t","hl","hrl","ht","hrt","X","rsp_loc","FromNode","ToNode","Hydrosq","rch_lgt","rch_slp","rvr_lgt","rvr_slp","cat_are","wsd_are","rch_are","rch_lgtm","crsp_mss","csar_rch","clgt_rch","crsp_sta","crsp_wsa","rch_wdt","d50m","order","bkf_wdt","doc_annual","do_annual","nitrates","res_time","hz_exchng","aer_resp","anb_resp"
"11",23099440,78.5446939674152,0,21.1360634081902,0,0.31924262439454,15.6593999568314,31.5022663500971,45.7263112454133,5.4392402331103,1.67278221454781,78.5446939674152,0.31924262439454,21.1360634081902,21.0986401899417,33.1750485646449,45.7263112454133,0.536528556040723,0.488369337913722,1.05213768267596,0.957696990583915,15,0.0506062206146024,50019154,50019153,50004535,0.406,0,11417.61,0.033971,0.31,15170.99,47606.03526,406,2013583280,66669773.43,11417610,30.20234172,0.132725899,117.256232235622,0.000451094,7,2.10603735951458,2.28298632778887,10.8676353101501,0.42231709509943,319889983.392298,6.25699999999998e-07,0.0500973432720907,0.000508877342511708
"12",23099442,48.7191322409416,0,28.202169397646,5.12347103623356,17.9552273251789,15.6593999568314,31.5022663500971,45.7263112454133,5.4392402331103,1.67278221454781,53.8426032771752,17.9552273251789,28.202169397646,21.0986401899417,33.1750485646449,45.7263112454133,0.998660416157466,0.909019884866007,1.05213768267596,0.957696990583915,16,21.0726261138916,50019155,50019154,50004547,0.094,0,11417.2,0.033972,0.04,15170.68,11021.96686,94,2013580871,66622167.39,11417204,30.22388718,0.132728452,117.254971107659,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"13",23099444,34.3035343035343,0,18.9838877338877,41.6060291060291,5.10654885654886,15.6593999568314,31.5022663500971,45.7263112454133,5.4392402331103,1.67278221454781,75.9095634095634,5.10654885654886,18.9838877338877,21.0986401899417,33.1750485646449,45.7263112454133,0.676561811938477,0.615833100464131,1.05213768267596,0.957696990583915,17,2.84512157648366,50019156,50019155,50004559,0.424,0,11417.11,0.033973,0.16,15170.64,49716.03597,424,2013348609,66611145.42,11417110,30.22540141,0.132713492,117.254808304074,0.00342135,7,2.1060326652324,2.29743326351237,10.8676321587089,0.422305311210354,4690119.34925531,3.39025e-05,2.81558060942499,0.0295409670586704
"14",23099446,50.8319805194805,0.263798701298701,34.862012987013,13.6870941558442,0.355113636363636,15.6593999568314,31.5022663500971,45.7263112454133,5.4392402331103,1.67278221454781,64.5190746753247,0.618912337662338,34.862012987013,21.0986401899417,33.1750485646449,45.7263112454133,0.681566297004037,0.620388379079872,1.05213768267596,0.957696990583915,18,0.246934629232238,50019157,50019156,50004572,1.149,0,11416.69,0.033974,11.93,15170.48,134725.0184,1149,2013207161,66561429.39,11416686,30.24585228,0.132705568,117.254157361983,0.0010132763,7,2.10603054442934,2.25221064989783,10.8676307180258,0.422304503707334,58498190.110544,3.2321e-06,0.244528765768139,0.00240586346409931
"15",23099450,35.3353140916808,0,37.171052631579,24.7134974533107,2.78013582342954,15.6270235268724,31.5238506367365,45.737103388733,5.4392402331103,1.67278221454781,60.0488115449915,2.78013582342954,37.171052631579,21.0662637599827,33.1966328512843,45.737103388733,0.773719067139697,0.704269445299676,1.05195618951538,0.957531788389793,20,0.0859781625059803,50019159,50019158,50004596,1.327,0,11415.35,0.033978,1.82,15158.49,155531.5131,1327,2013170841,66404200.89,11415345,30.31691992,0.132808139,117.205366703746,0.0005918653,7,2.10587175421405,2.25048866117874,10.8675227135848,0.422089036454026,296260966.421014,1.12199999999999e-06,0.0851450581688697,0.000833104337110585
"16",23099452,58.9454851610187,0.347295306251316,25.9734792675226,11.450221006104,3.28351925910335,15.6270235268724,31.5346427800561,45.737103388733,5.42844808979063,1.67278221454781,70.3957061671227,3.63081456535466,25.9734792675226,21.0554716166631,33.2074249946039,45.737103388733,0.717649983546989,0.653233166012574,1.05190706429564,0.957487072687771,21,0.173470946912632,50019160,50019159,50004610,0.833,0,11414.02,0.033982,1.36,15156.66,97625.87992,833,2013157469,66248669.38,11414018,30.38789288,0.132823291,117.19791838131,0.0008251647,7,2.10584758258669,2.26900820740621,10.8675062216565,0.422053949824092,92922142.1822964,2.20069999999999e-06,0.17175101086128,0.00171993605135182
"17",23099454,50.8840864440079,0,35.1463137214352,10.567676558784,3.40192327577293,15.6179168915273,31.538046411225,45.7420399352402,5.42903399892067,1.67296276308689,61.4517630027919,3.40192327577293,35.1463137214352,21.0469508904479,33.2110091743119,45.7420399352402,0.781740289843427,0.71157067685012,1.05185241723455,0.957437330789144,22,0.129455481776006,50019161,50019160,50004624,0.78,0,11413.19,0.033984,1.37,15155.31,91410.08327,780,2013140533,66151043.5,11413185,30.4324834,0.132834006,117.19242338802,0.0007290116,7,2.10582960998451,2.251946234771,10.8674940542035,0.422012596854296,150568930.575782,1.70890000000001e-06,0.12819550343353,0.00125997834247605
"18",23099456,75.1138409403791,0.116488404108864,19.0723287090967,2.86985068304564,2.82749126336969,15.6179168915273,31.538046411225,45.7420399352402,5.42903399892067,1.67296276308689,77.9836916234248,2.94397966747856,19.0723287090967,21.0469508904479,33.2110091743119,45.7420399352402,0.613725151174839,0.558636706966825,1.05185241723455,0.957437330789144,23,0.652233920904851,50019162,50019161,50004638,1.946,0,11412.41,0.033987,4.25,15153.94,228045.6165,1946,2013128700,66059633.42,11412405,30.47441525,0.132845234,117.186846893037,0.0015487002,7,2.1058115045693,2.28553280709357,10.8674817053839,0.421986969486052,29854004.6414838,8.01220000000005e-06,0.645647319812386,0.00658660109246494
"19",23099458,78.7826440402398,0,19.6727974799309,1.31084239406564,0.233716085763642,15.6054392402331,31.5454349233758,45.7478955320527,5.42844808979063,1.67278221454781,80.0934864343055,0.233716085763642,19.6727974799309,21.0338873300237,33.2182171379236,45.7478955320527,0.511815046573979,0.465874132169478,1.05177403296088,0.957365982348497,24,0.737162518719672,50019163,50019162,50004654,0.294,0,11410.46,0.033992,19.94,15149.69,34447.85069,294,2012979961,65831587.8,11410459,30.57772155,0.132872683,117.169545419153,0.0017303959,7,2.10575519798657,2.28128149872551,10.8674433898971,0.421867464527784,10371934.1839542,8.88139999999999e-06,0.729724450131343,0.00743806858832898
"20",23099460,11.5462662337662,0.0202922077922078,84.7808441558442,3.28733766233766,0.36525974025974,15.5207771181867,31.5920129519698,45.7852131678359,5.42903399892067,1.67296276308689,14.8336038961039,0.385551948051948,84.7808441558442,20.9498111171074,33.2649757150567,45.7852131678359,0.444469551917083,0.404573621196182,1.05126823747045,0.956905587452462,25,2.89222034462254,50019164,50019163,50004668,4.178,0,11410.17,0.033993,35.42,15129.76,489195.1906,4178,2012954567,65797139.95,11410165,30.59334446,0.133046034,117.088382083191,0.0036621692,7,2.10549071573496,2.2019781571669,10.8672635692945,0.420773279141072,3813039.36396256,3.85931999999999e-05,2.8650145573831,0.0272057872394393
"21",23099462,2.24194833276431,0,89.4844656879481,6.03163764652327,2.24194833276431,15.5332469775475,31.6709844559585,45.6822107081174,5.44041450777202,1.67314335060449,8.27358597928758,2.24194833276431,89.4844656879481,20.9736614853195,33.344127806563,45.6822107081174,0.390753330925735,0.355679009743701,1.05170532723298,0.957303443699871,26,24.4622208015892,50019165,50019164,50004682,0.836,0,11405.99,0.034006,1.05,15094.33,97765.17233,836,2011539707,65307944.76,11405987,30.80084229,0.133264591,116.943971042358,0.0162952423,7,2.10501996404197,2.20825864068963,10.8669433126221,0.420677752365426,146818.48190796,0.000382488999999997,24.2295797626604,0.232641038928763
"22",23099464,0.403489640130861,0,84.4383860414395,15.1581243184297,0,15.5332469775475,31.6709844559585,45.6822107081174,5.44041450777202,1.67314335060449,15.5616139585605,0,84.4383860414395,20.9736614853195,33.344127806563,45.6822107081174,0.432328406284551,0.393522274185263,1.05170532723298,0.957303443699871,27,4.42203903198242,50019166,50019165,50004695,1.456,0,11405.15,0.034008,2.69,15093.28,170264.191,1456,2009148154,65210179.59,11405151,30.81034535,0.13311541,116.939688865174,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"23",23099468,0.417693049159259,0,97.0440184213345,2.195566027632,0.342722501874264,5.23586695333249,0.025294043252814,92.6900214999368,2.04881750347793,0,2.61325907679126,0.342722501874264,97.0440184213345,7.28468445681042,0.025294043252814,92.6900214999368,0.143813609098982,0.130904788324671,0.26327008468399,0.239638758276737,29,0.00307518090326494,50019168,50019167,50017503,1.438,0,820.55,0.026641,2.56,871.01,37467.18584,1438,264283.2037,2365572.798,820549,0.111720596,0.000303422,26.0550666230939,0.0001194625,4,1.53215397132577,1.04850665317071,10.0157186110649,1.06724576626702,131085851.773359,7.69999999999996e-08,0.00306045776232926,1.47231409356738e-05
"24",23099470,0,0,98.4282115869018,1.57178841309824,0,5.32843943804582,0.0253132514871535,92.5579040627769,2.08834324769017,0,1.57178841309824,0,98.4282115869018,7.41678268573598,0.0253132514871535,92.5579040627769,0.0808693886209303,0.0736104897561007,0.266618714383318,0.242686812384513,30,0.00175895412246388,50019169,50019168,50017702,1.518,0,798.74,0.026579,11.05,856.41,39201.11096,1518,264093.1429,2298248.16,798739,0.11491063,0.000308372,25.8242519985092,9.54286e-05,4,1.52875800345765,1.05251694177068,10.0036876604241,1.07899517920533,220549725.881574,5.06000000000001e-08,0.00175029984998044,8.65427248343922e-06
"25",23099472,0,0,97.44,2.56,0,5.4270462633452,0.025419420437214,92.4377224199288,2.10981189628876,0,2.56,0,97.44,7.53685815963396,0.025419420437214,92.4377224199288,0.119097658390539,0.108407360466472,0.269647785976826,0.245443992169185,31,0.0021467253508317,50019170,50019169,50017903,1.413,0,793.2,0.026715,2.15,842.45,36175.39923,1413,264019.1858,2253838.809,793199,0.117142,0.000313394,25.6018059204337,9.91388e-05,4,1.52545880570532,1.0671519997985,10.0208863349273,1.09536111144177,204740894.404493,5.63000000000005e-08,0.00213607662397841,1.06487268532971e-05
"26",23099474,0,0,97.8278278278278,2.17217217217217,0,5.47213031305676,0.0254517688979384,92.3899210995164,2.11249681852889,0,2.17217217217217,0,97.8278278278278,7.58462713158564,0.0254517688979384,92.3899210995164,0.104666162882867,0.0952712471564997,0.270846242737792,0.246534874524432,32,0.000954357071904338,50019171,50019170,50018110,1.147,0,785.42,0.026941,14.45,836.56,29256.93365,1147,263932.0973,2208241.175,785422,0.119521409,0.000315497,25.5074282090894,2.76135e-05,4,1.52404810490188,1.07218064750725,10.0199279424981,1.10762456591661,323999999.999998,2.92000000000001e-08,0.000949647736539204,4.70933536513341e-06
"27",23099484,0.247923639519028,0,91.1243337052188,8.62774265526218,0,7.12686567164179,0.0248756218905473,90.4726368159204,2.37562189054726,0,8.87566629478121,0,91.1243337052188,9.50248756218905,0.0248756218905473,90.4726368159204,0.299651717977666,0.272754748029394,0.316300239099288,0.28790888501962,33,0.000655030501125218,50019172,50140799,50022263,0.922,0,605.61,0.026106,26.22,628.4,20229.59887,922,67156.42532,1639794.052,605613,0.040954183,0.000106869,21.9410351913913,7.5874e-06,4,1.46658539153143,1.13973126834347,10.1169496274772,1.31538079383884,323999999.999998,1.61e-08,0.00065177627539753,3.25422572768761e-06
"28",23099494,0,0,100,0,0,10.2733270499529,0.0353440150801131,89.0786993402451,0.61262959472196,0,0,0,100,10.8859566446748,0.0353440150801131,89.0786993402451,0,0,0.347246028241628,0.3160769561959,37,0.00493056788841316,50019176,50019175,50027573,1.71,0.01,130.06,0.021375,0.61,144.84,17328.29048,1710,33788.58355,352691.9193,130061,0.095801978,0.000233282,10.1336173708343,0.0001291162,3,1.17184702768071,1.13304261535049,10.4311082162028,1.73978531318535,23445879.3290763,1.07100000000001e-07,0.00490797373334407,2.25941550690925e-05
"29",23099496,0,0,100,0,0,9.10046728971963,0.0350467289719626,90.2920560747664,0.572429906542056,0,0,0,100,9.67289719626168,0.0350467289719626,90.2920560747664,0,0,0.320938910296301,0.292131185502565,38,0.0269549729277496,50019177,50019176,50028232,0.124,0.02,120.6,0.022886,0.01,138.67,1228.123011,124,33682.26104,321246.8913,120595,0.10484852,0.000242895,9.90404488734134,0.0003270011,3,1.16311510966907,1.06043427287332,10.4397444620652,1.74640573871403,2528825.0125338,7.08700000000006e-07,0.0268374526420684,0.000117520285681132
"30",23099502,49.1589356713223,0,46.1311040880824,4.70996024059537,0,1.78609625668449,0.0320855614973262,98,0.181818181818182,0,53.8688959119176,0,46.1311040880824,1.96791443850267,0.0320855614973262,98,0.69015051491135,0.628202070949021,0.0996833159626999,0.0907356644294866,41,0.0051770491116406,50019180,50019179,50030519,3.831,0.02,90.68,0.027569,2.12,102.44,32352.15477,3831,33194.73326,236430.1479,90681,0.140399748,0.000324041,8.44472874379541,0.0001729707,2,1.1022964004705,0.781818181818182,10.534485441736,1.73896797043751,8649547.96410719,1.96600000000002e-07,0.00515836319233689,1.86859193037097e-05
"31",23099504,31.4353903852711,0,66.6893965223321,1.87521309239686,0,0.424808836023789,0.0424808836023789,99.4583687340697,0.0743415463041631,0,33.3106034776679,0,66.6893965223321,0.499150382327952,0.0424808836023789,99.4583687340697,0.636356500682479,0.57923664904018,0.0351548393543978,0.0319993137861377,42,0.0128060233991038,50019181,50019180,50031388,1.197,0.02,82.39,0.029372,1.31,96.01,9769.091984,1197,33013.52243,196968.165,82389,0.167608417,0.000343855,8.1614296041398,0.0002480093,2,1.08926715925561,0.781818181818182,10.5061867818248,1.7451076208929,3835124.46439527,4.24399999999997e-07,0.0127595038848607,4.65195142430939e-05
"32",23099506,0,0,98.8682999626912,1.13170003730879,0,0,0.0422208148617268,99.9366687777074,0.0211104074308634,0,1.13170003730879,0,98.8682999626912,0.0211104074308634,0.0422208148617268,99.9366687777074,0.0619692827412052,0.0564068719969745,0.00570028148167848,0.0051886198074383,43,0.0114808049169366,50019182,50019181,50032312,1.796,0.02,78.79,0.029572,1.68,92.83,14400.438,1796,32886.01048,184731.7244,78785,0.178020373,0.000354261,8.01800214318551,0.0002357069,2,1.08251079502458,0.781818181818182,10.5113076482817,1.67753270257849,4355281.48488731,3.91000000000003e-07,0.0114391497764117,4.16551405248963e-05
"33",23099510,0,0,100,0,0,0,0.04212299915754,99.9578770008425,0,0,0,0,100,0,0.04212299915754,99.9578770008425,0,0,0.00369508042569293,0.0033634071490067,45,0.0117267748121223,50019184,50019183,50034388,1.374,0.02,67.25,0.02974,1.74,81.77,10305.23143,1374,11199.40724,152989.9886,67252,0.07320353,0.000136962,7.50006705056967,0.0002210905,2,1.05703535511258,0.781818181818182,10.5134225511407,1.59375828463722,4736733.1160213,3.54600000000001e-07,0.0116843859580904,4.23888540318524e-05
"34",23099512,0,0,100,0,0,0,0.0417405822811228,99.9582594177189,0,0,0,0,100,0,0.0417405822811228,99.9582594177189,0,0,0.00366534191016112,0.00333633798562799,46,0.0839159734970539,50019185,50019184,50035550,0.273,0.04,62.34,0.030638,0.08,76.51,1977.1552,273,11058.03811,137617.1118,62339,0.080353656,0.000144531,7.24211248456996,0.0005880612,2,1.04368818768052,0.781818181818182,10.4848966053537,1.50719490162177,479048.403562561,2.6741e-06,0.0836125352893502,0.000303438207703724
"35",23099514,0,0,100,0,0,0,0.0417362270450751,99.9582637729549,0,0,0,0,100,0,0.0417362270450751,99.9582637729549,0,0,0.00366500302548505,0.00333602951950253,47,0.0574283501084577,50019186,50019185,50036818,0.827,0.03,60.09,0.029789,0.94,74.98,5925.834821,827,10890.45938,133860.2603,60091,0.081356927,0.000145245,7.16551461268881,0.0005109379,2,1.03961708471731,0.781818181818182,10.4918591595553,1.48636463405234,595095.218227797,1.85189999999999e-06,0.057220888613533,0.000207461494924724
"36",23099516,0,0,100,0,0,0,0.0417710944026734,99.9582289055973,0,0,0,0,100,0,0.0417710944026734,99.9582289055973,0,0,0.00366771595720948,0.00333849893637727,48,0.0119695757581246,50019187,50019186,50038220,2.324,0.02,55.96,0.0302,5.31,70.99,16179.73615,2324,10537.89944,123536.9786,55955,0.08530158,0.000148442,6.96220141216862,0.000239627,2,1.02862800667992,0.781818181818182,10.5038333367097,1.41752881573931,3712907.0084789,4.22599999999996e-07,0.0119262320396459,4.3343718478685e-05
"37",23099518,0,0,100,0,0,0,0.0510881781955655,99.9489118218044,0,0,0,0,100,0,0.0510881781955655,99.9489118218044,0,0,0.00438291450730032,0.00398950071149659,49,0.0230220822980817,50019188,50019187,50039800,1.074,0.02,50.94,0.031802,2.76,61.95,6960.019302,1074,10340.28212,103378.8062,50935,0.10002323,0.000166913,6.4804869291052,0.0003100553,2,1.00128063410114,0.781818181818182,10.4755053244831,1.36996173481114,1773499.84628256,6.905e-07,0.0229385759708526,8.35063272291397e-05
"38",23099520,0,0,100,0,0,0,0.0613434209181065,99.9386565790819,0,0,0,0,100,0,0.0613434209181065,99.9386565790819,0,0,0.0051504738318505,0.00468816331746536,50,0.0691850012513359,50019189,50019188,50041567,0.147,0.04,48.05,0.030801,0.03,58.36,923.1876075,147,10176.58842,95210.05563,48051,0.106885647,0.000174376,6.28001220824989,0.0005294117,2,0.989303394908446,0.781818181818182,10.5013773149336,1.35074926078879,515205.721391037,2.20329999999999e-06,0.0689362545301464,0.000248746721189477
"39",23099522,0,0,100,0,0,0,0.061381074168798,99.9386189258312,0,0,0,0,100,0,0.061381074168798,99.9386189258312,0,0,0.00515325848436304,0.0046906980174148,51,0.0460044136248126,50019190,50019189,50043547,1.216,0.03,44.98,0.03068,2.46,55.95,7468.727747,1216,10110.5258,90874.79996,44978,0.11125775,0.000180706,6.14213829933192,0.0004279,2,0.980817327068079,0.781818181818182,10.4761730101398,1.35055040298277,819952.071105241,1.41549999999999e-06,0.0458380319167589,0.000166381708053747
"40",23099524,0,0.619100781487872,99.3808992185121,0,0,0,0.0717139637332241,99.9282860362668,0,0,0,0.619100781487872,99.3808992185121,0,0.0717139637332241,99.9282860362668,0.037650957505139,0.0342713784412376,0.00590914550762087,0.00537873603688227,52,0.00453769643510097,50019191,50019190,50045811,0.767,0.01,41.17,0.031091,0.74,50.72,4473.973202,767,9754.797028,80132.42348,41169,0.121733458,0.000192326,5.83289949107571,0.0001349779,2,0.961125416033295,0.781818181818182,10.4627676124862,1.35692633406102,11091911.9839891,1.50800000000002e-07,0.00452112615501783,1.6570280083139e-05
"41",23099526,0,0,100,0,0,0,0.0615384615384615,99.9384615384615,0,0,0,0,100,0,0.0615384615384615,99.9384615384615,0,0,0.00516489559342786,0.00470129057057014,53,0.00676210364928263,50019192,50019191,50048384,0.671,0.02,37.68,0.032113,0.7,47.33,3773.808332,671,9732.584058,72299.8674,37684,0.134614134,0.000205632,5.62432437425321,0.0001720174,2,0.947209153505532,0.781818181818182,10.4435965419517,1.36766625495768,5531833.93252897,2.08500000000002e-07,0.00673736766950721,2.47359797754186e-05
"42",23099528,0,0,100,0,0,0,0.0616079679638567,99.9383920320361,0,0,0,0,100,0,0.0616079679638567,99.9383920320361,0,0,0.00517003356583717,0.00470596735460242,54,0.00933875919775232,50019193,50019192,50051339,0.522,0.02,35.19,0.030406,0.3,44.68,2848.233138,522,9681.555175,66614.24507,35191,0.14533761,0.000216687,5.45630176115905,0.0002051979,2,0.935654694054738,0.781818181818182,10.4600306532228,1.3774801012032,3545215.82215019,3.03899999999998e-07,0.00930468698307005,3.40722146822654e-05
"43",23099530,0,0.10225994477963,99.8977400552204,0,0,0,0.0718612052150703,99.9281387947849,0,0,0,0.10225994477963,99.8977400552204,0,0.0718612052150703,99.9281387947849,0.00806309023542304,0.00733934102011387,0.00591980357634126,0.00538843742911166,55,0.0103015097163581,50019194,50019193,50054809,1.62,0.02,31.53,0.031082,4.71,42.21,8578.035834,1620,9648.722615,60283.30785,31534,0.16005629,0.000228589,5.29538762282311,0.0002112766,2,0.924205740857235,0.781818181818182,10.4619844021838,1.3843362789434,3323478.25080861,3.50900000000003e-07,0.0102639072726491,3.76024437090257e-05
"44",23099532,0,0,100,0,0,0,0.0719646345224633,99.9280353654776,0,0,0,0,100,0,0.0719646345224633,99.9280353654776,0,0,0.00592728849697406,0.00539525049747982,56,0.0639875389940273,50019195,50019194,50058925,0.165,0.05,28.11,0.030238,0.04,36.14,805.1336618,165,9549.158378,50140.39851,28112,0.190448394,0.000264227,4.87983250985691,0.0005155136,2,0.893028355250718,0.781818181818182,10.5379952801227,1.40380549027634,342733.999163761,1.98e-06,0.0637588000633084,0.000228738930718874
"45",23099534,0,0,100,0,0,0,0.0720312821568224,99.9279687178432,0,0,0,0,100,0,0.0720312821568224,99.9279687178432,0,0,0.00593211083154505,0.00539963997557026,57,0.0185011302573211,50019196,50019195,50063894,0.613,0.03,24.64,0.030438,0.3,33.97,2895.222001,613,9495.883065,45691.96781,24637,0.207823903,0.000279537,4.72333761269051,0.0002920201,2,0.880586283215908,0.781818181818182,10.5198150798479,1.40942533656756,1256052.47661901,6.33099999999998e-07,0.0184346428496532,6.648740766789e-05
