"COMID","StreamOrde","TotDASqKM","logQ_m3_div_s","logDA_km2","logw_m","length_m","logwbkf_m","logd_m","logdbkf_m","logSlope","logK_m_div_s","D50_m","pred_annual_DOC","pred_annual_DO","no3_conc_mg_l","logRT_total_hz_s","logq_hz_total_m_s","totco2g_m2_day","totco2_o2g_m2_day","totco2_ang_m2_day"
"23751768",5,3516.4989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751770",5,3516.4503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751772",5,3516.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751774",5,3516.3522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751776",5,3516.3495,2.07717998299415,3.54609203431355,1.734920099867,6539,1.81242424868745,0.302428788019801,0.591612818915065,-2.66845528774477,-1.25846986872421,0.116342593204373,2.77878805609152,11.6342163476977,0.174646638235716,5.91972757955494,-3.24158599173812,292.251327805173,288.935156008182,3.31617179699065
"23751778",5,3494.8566,2.07519634772061,3.5434293605949,1.73351849797834,345,1.81119292272525,0.301387083913173,0.590782760174412,-2.04645775147663,-1.16422539780228,0.7556196226,2.8931051767903,11.6333789634741,0.17248413159275,4.54310117333702,-2.98992836243852,550.495362678131,543.470863321232,7.02449935689887
"23751780",5,3438.7119,2.06482673213352,3.53639579155872,1.72981610531341,2952,1.80794032136427,0.298635376987344,0.588590123748227,-2.63569670754692,-1.16422539780228,0.1383758929,2.82670009220979,11.631166468345,0.173942837730744,5.71339353783098,-3.13580104674471,285.368940783044,281.963955843233,3.40498493981111
"23751782",5,3404.259,2.06175431134637,3.53202259430086,1.72751410282128,1594,1.80591798145695,0.296924473577612,0.587226828451819,-3.07864131947688,-1.16422539780228,0.039041685,2.67828809192933,11.6395129102789,0.169830502943612,6.11317201767275,-3.38368331884215,192.328717880567,190.380078063775,1.94863981679163
"23751784",1,27.8838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751786",1,27.8793,-0.238175947519044,1.4452818651952,0.629076946759054,12261,0.84092628227926,-0.519460339049879,-0.0632912392038777,-1.62754350894301,-2.92486246974241,0.0016862995412259,3.41460228869795,9.97440592951964,0.870552984619538,5.66268421562436,-4.5655681309016,10.7274970861215,9.97289676865818,0.754600317463283
"23751788",5,2748.5055,1.96036501773756,3.43909661036388,1.67859889639611,75,1.76294531988651,0.260569520165781,0.558258192978749,-1.85387196432176,-1.16422539780228,1.0054112936,2.57554198892583,11.6965154943764,0.152495317264526,4.38725641212331,-2.93469345762801,303.862915400245,301.218621774861,2.64429362538474
"23751790",5,2748.1473,1.9603262137756,3.43909163298451,1.67859627635886,208,1.76294301814882,0.260567572891222,0.558256641332309,-3.06279314610287,-1.16422539780228,0.0324168293,3.11254980460423,11.6964976013597,0.152457886048326,6.11387962668724,-3.37996977163433,189.773052955478,186.938287486767,2.83476546871095
"23751794",5,2747.4462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751796",5,2747.4246,1.96024859544832,3.43892578253201,1.67850897452167,468,1.7628663223199,0.260502688080058,0.558204939312632,-1.99446773129603,-1.16422539780228,0.6741635931,3.10774700135396,11.7013222308183,0.152382604728932,4.80731545136163,-2.93395226129736,360.731852873118,355.380484910927,5.3513679621908
"23751798",5,2746.9404,1.96019630306063,3.43884923669325,1.67846868164184,641,1.7628309244873,0.260472741438437,0.558181077004683,-2.71343800098305,-1.16422539780228,0.0874313439,3.10500823893384,11.7012983634757,0.152321747442628,5.69244097516079,-3.18521772536489,309.058255304415,304.487195084065,4.5710602203503
"23751800",5,2746.5858,1.96015815799162,3.43879317040071,1.67843916896781,1495,1.76280499720935,0.260450806909989,0.558163598970805,-2.39649080000925,-1.16422539780228,0.2151148878,2.68082306967765,11.7012809575757,0.15229617521079,5.44804544101092,-3.00675944450277,310.119275206926,307.13409039942,2.98518480750536
"23751802",3,139.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751804",3,139.7403,0.571419564997226,2.14532167127989,0.997570129932591,6497,1.16465246088085,-0.245587376337012,0.154938335541405,-2.32135144317442,-2.08010115508521,0.00392638652688782,3.1417163680257,10.6525733497803,0.399953255050994,5.77530942649621,-4.0386472836372,36.671411071535,35.4961072525257,1.17530381900927
"23751806",3,121.2318,0.520976205249475,2.08361655343637,0.965089240853684,361,1.13611756639911,-0.269727951284305,0.135702455672597,-2.19389535549799,-1.16422539780228,0.0144309538,3.30724857243189,10.802662725361,0.346412331730388,4.65353295929273,-3.13155365446253,210.896751325624,203.275751775643,7.62099954998088
"23751808",3,101.2977,0.444850161789661,2.00559958466286,0.924021974513945,3537,1.10003942491687,-0.30025012761559,0.111381538809284,-2.18842097290282,-1.91721452499142,0.00517925090706118,2.80451295061461,10.7246590726992,0.323343374972006,5.41451106228058,-3.85572810839491,58.5278558293659,57.3915226800828,1.13633314928308
"23751810",3,83.3841,0.365996421696784,1.92108324559477,0.879533511797001,547,1.06095571676471,-0.333315018998528,0.0850345159932296,-2.18898430721818,-1.16422539780228,0.0102820843,2.55253085367442,10.7849299954833,0.29681336488309,4.60158294766224,-3.17302539037069,193.443709429533,190.77459676822,2.66911266131295
"23751812",1,6.4224,-0.818061707898238,0.807697350807391,0.293459535853569,6528,0.546081908310402,-0.768899240104155,-0.262051075809482,-1.13867478187857,-2.99253017197699,0.00167014669018768,3.05111878283477,10.1650293356692,0.433993016697232,4.98775699888199,-4.57686377062648,9.82198197421125,9.46041945102901,0.361562523182238
"23751814",3,74.3562,0.321540625460929,1.87131718689329,0.853337210921659,996,1.03794191688153,-0.352784737492903,0.06952050419307,-1.98838388810866,-1.49146163790906,0.0112717747413184,2.45468771078311,10.8179000365773,0.279557163893582,4.7241622199775,-3.39658642116598,125.954901377009,124.43263958395,1.52226179305932
"23751816",2,60.4971,0.238604667371191,1.78173455673208,0.806181908811353,698,0.996515354735915,-0.387831687833922,0.0415941218192641,-1.93004160731337,-1.37942124130183,0.012530576994447,1.29554988641339,10.813395005305,0.263792647265816,4.48238670052685,-3.29309859181761,91.6870113890598,91.2942904513018,0.392720937758024
"23751818",2,54.7524,0.203062104308826,1.73840316066124,0.783372742917199,724,0.976477198131734,-0.404784006471401,0.0280860440560513,-1.62370542614121,-1.56741268429637,0.0222215146560576,1.31217287534024,10.8046144857913,0.251017820172506,4.36954318684953,-3.31527979616661,89.306646093165,88.9210499849055,0.385596108259426
"23751820",2,37.0413,0.0433210228808517,1.56868622025933,0.694035629422247,2060,0.897993351809406,-0.471181489642018,-0.0248213126416254,-1.78649525875201,-1.95751646676589,0.00620717703585882,1.28222968843966,10.7700460730972,0.23354806673474,4.86914834919508,-3.78994950228485,27.3269543710619,27.211424709453,0.11552966160882
"23751822",2,30.645,-0.0223273157985176,1.48635962568813,0.650699823901339,4275,0.859922268385052,-0.503389698713271,-0.0504857071302794,-1.63798524677396,-2.35891568531221,0.00513448484318378,1.33807198533172,10.8602086375628,0.217467727941786,5.08698614577538,-4.03994088296911,14.0850503699538,14.0250797722347,0.0599705977190988
"23751824",2,8.1819,-0.568270188214411,0.912854167204204,0.348812916717984,725,0.594710592036898,-0.7277592812215,-0.229269615203296,-0.898016052787619,-2.06925207358061,0.0169181391586706,1.31777721079868,11.264787178731,0.17193348231014,3.8789536998977,-3.52473626710958,48.2237828535317,48.0463511114846,0.177431742047087
"23751826",2,4.4523,-0.83287144120156,0.648584419803506,0.209704255196571,1555,0.472501776620354,-0.831148171295998,-0.311652751197789,-0.92778676706693,-2.42814863070372,0.00562971986928185,1.3446711253706,11.2211611494688,0.172458784397284,4.16252781667501,-3.89504361985681,19.4759594811228,19.4022595943021,0.0736998868206775
"23751828",1,1.692,-1.24195922889002,0.228400358703005,-0.011475970339029,1963,0.278191997052035,-0.99553461439722,-0.442640429652637,-0.852146315820685,-2.63080301744775,0.0021772096323787,1.20650558089682,11.3191180462247,0.171629191055224,4.13471934969072,-4.2110115342141,9.98122173757093,9.94740677542548,0.0338149621454431
"23751830",5,2604.7008,1.94409851988638,3.41575784342372,1.66631362854937,2704,1.75215254814819,0.251438814751,0.550982593585395,-2.66485113001916,-1.16422539780228,0.0967591057,2.47258797842808,11.7371506714704,0.142949704727636,5.74993435118111,-3.14404029227263,245.421448537717,243.545723106021,1.87572543169654
"23751832",5,2601.5481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751834",5,2601.0702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751836",5,2598.4512,1.95001145466644,3.41514425932589,1.66599064469133,607,1.75186880251899,0.25119876542179,0.550791315614956,-2.36158562786008,-1.16422539780228,0.2321135985,2.555779495214,11.7368225052983,0.141202678929474,5.38463658813127,-2.9741237399982,449.983476058985,446.280339621877,3.70313643710798
"23751838",5,2596.9248,1.94984184350392,3.41445937380416,1.66563012855522,505,1.75155208428268,0.250930821172164,0.550577810218236,-2.38942500104058,-1.16422539780228,0.2143805407,2.87418991219789,11.7367420499551,0.140992658288194,5.26253581804701,-2.99085024009724,437.591057693021,432.685292790189,4.90576490283205
"23751840",5,2596.833,1.94983162883786,3.41444402143889,1.66562204724056,772,1.75154498473991,0.250924814953001,0.550573024290092,-2.52968361145544,-1.16422539780228,0.1439222405,2.42472650364882,11.7367373158118,0.140990020389554,5.33526128031642,-3.06923541768054,275.200893013866,273.194988249286,2.00590476458035
"23751842",5,2596.4298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751844",5,2596.4271,1.94978662623097,3.41437613339663,1.6655863117287,2875,1.75151359061589,0.250898255472284,0.550551860952312,-2.23049491559934,-1.20852179014826,0.319938331382198,2.39728789152086,12.2957186544343,0.140946863053844,5.24285515194299,-2.95636057278716,287.740527529534,286.023954794104,1.71657273542952
"23751846",5,2581.8111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751848",5,2577.3012,1.94756008660331,3.41116517596419,1.6638960993793,250,1.7500287165127,0.249642049139822,0.549550880914087,-1.01108447948731,-1.16422539780228,4,2.28981910087727,11.7405670260414,0.138292925873686,3.916437354583,-2.90839571192712,280.479502820289,278.677811208188,1.80169161210104
"23751850",5,2577.0843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751852",5,2577.0843,1.94753524757695,3.41112862515782,1.66387685944056,2872,1.75001181396978,0.249627749565977,0.549539486605293,-1.7921349497021,-1.2105149052974,1.1032654503049,2.30442251273427,12.2957186544343,0.138268144096658,4.7831833928557,-2.95501179050066,273.711577233911,272.206378532771,1.50519870114079
"23751854",5,2558.5146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751856",5,2541.3597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751858",5,2523.7539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751860",5,2487.6045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751862",5,2481.2667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751864",5,2468.2401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751866",5,2464.4205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751868",5,2451.1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751870",5,2442.4497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751872",5,2426.5584,1.92264249400422,3.38499074794578,1.65011817101806,695,1.73792462259428,0.239401962684482,0.541391295917078,-3.88776376913106,-2.04603193555853,0.0028554527,2.31605181861549,11.7608670359801,0.132078885429218,7.73487104127422,-4.71224976164322,8.11920485571699,8.06711527948267,0.0520895762343173
"23751874",5,2420.7975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751876",5,2417.1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751878",5,2416.9149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751880",5,2412.8595,1.92189796596668,3.38253203382291,1.64882393119659,2923,1.73678761564075,0.238440052640626,0.540624819309272,-2.83540329386907,-1.16422539780228,0.0566647602,2.34242408672684,11.760093628566,0.131696289500398,5.9347835705563,-3.23520784574622,235.672567054039,234.119799901093,1.55276715294546
"23751882",5,2403.2763,1.93886881666178,3.38080370366585,1.64791415738714,172,1.73598836720909,0.237763886929169,0.540086031724893,-1.67323558721047,-1.16422539780228,1.5993689477,2.81711349699773,11.7546892747364,0.13688665745163,4.47226799068951,-2.89498018051295,341.512520649985,337.958567790046,3.55395285993922
"23751884",5,2397.9384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751886",5,2382.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751888",5,2378.2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751890",5,2378.1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751892",5,2378.1933,1.93446236584303,3.37624715125473,1.64551563877766,175,1.73388123660477,0.235981250441761,0.5386655775033,-1.38994859497302,-1.16422539780228,3.5408106664,2.33081024097811,11.7483947710745,0.136485978611206,4.35067154094561,-2.88890313471656,302.043179556896,300.044827213622,1.99835234327435
"23751894",5,2364.8112,1.93240688689879,3.37379647358494,1.64422562925589,3542,1.73274794602596,0.2350224844676,0.537901606169661,-2.61779198193085,-1.16422539780228,0.1076934523,2.36262290090628,11.7476240733871,0.136188612006544,5.68685911697842,-3.10512835159035,291.279164958045,289.298330052409,1.98083490563584
"23751896",5,2332.3401,1.92612399246662,3.36779187918465,1.6410648774172,732,1.72997118335851,0.232673337970442,0.536029741075503,-2.46311091252942,-1.16422539780228,0.1647468023,2.39001486413486,11.7408745766962,0.135873021863336,5.31212360701318,-3.02321127049256,383.921876143936,381.242516542506,2.67935960142933
"23751898",5,2331.2502,1.9259716230938,3.36758888641127,1.64095802427461,209,1.72987731144689,0.232593922150614,0.535966460342204,-1.99176700482515,-1.16422539780228,0.6283446164,2.41575465766954,11.740810722998,0.135764401563438,4.77006093232306,-2.88938773390643,303.365769624553,301.199742690838,2.16602693371458
"23751900",5,2330.9127,1.92592305779206,3.36752600813308,1.64092492584694,226,1.72984823403652,0.232569322594353,0.535946858739635,-2.26068720228938,-1.16422539780228,0.2926599338,2.33838483909821,11.7407907992218,0.135715382387834,5.15707614837804,-2.91012521961648,279.856637357994,277.991239884661,1.86539747333377
"23751902",5,1685.0709,1.782988623607,3.22661817869755,1.5667526085709,2429,1.66468686355199,0.177442679245063,0.492020419945726,-2.45244680436944,-1.16422539780228,0.1225787142,2.12883420401777,11.7499409050029,0.136528425992922,5.48462850982724,-3.01441964137471,340.571089113171,338.672243167893,1.89884594527769
"23751904",5,1678.8078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751906",5,1678.77,1.78154222670084,3.22499119966807,1.56589618486997,923,1.66393448390257,0.176806164629033,0.491513227440985,-2.22247675898883,-1.16422539780228,0.2348094267,2.10887158103341,11.7828227261555,0.136010493140084,5.20294929948185,-2.89272468752021,261.342702899042,259.923997606281,1.41870529276003
"23751908",5,1677.6279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751910",5,1677.5217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751912",2,15.0777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751914",2,15.0777,-0.316919012882829,1.17833509793359,0.488559131698953,3409,0.717479506675193,-0.623896546015586,-0.146508906232492,-1.26573709180213,-2.50936738783037,0.00635614126196689,1.44734933241389,11.1678475493177,0.14359448940247,4.76543336854265,-3.96496552945895,16.8563048442138,16.7894766075061,0.0668282367076558
"23751916",1,8.4771,-0.543891811599109,0.92824730633674,0.356915694286743,3935,0.60182899025475,-0.721737102749203,-0.22447097633578,-0.79383386226358,-2.85461583056108,0.00973459377425359,1.37423784528255,11.4597128053655,0.138102878998404,4.59122439888378,-4.13860554722098,12.0036683076182,11.9616852112364,0.0419830963818311
"23751918",5,1662.3639,1.77727249973601,3.22072609914896,1.5636510833012,488,1.66196213221571,0.175137551372014,0.490183630092059,-2.24281585533406,-1.16422539780228,0.2194820393,2.18200275840442,11.781480892942,0.135771298021774,5.08080053778084,-2.90754545095895,263.067090593508,261.551191188539,1.51589940496972
"23751920",5,1661.7573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751922",5,1661.6871,1.77712871041532,3.22054924836694,1.56355799101266,812,1.661880349398,0.175068362936687,0.490128498839242,-2.21058641055883,-1.16422539780228,0.2404476927,2.0695499416222,11.7814258264897,0.13571004821083,5.21132719078191,-2.88446936592054,262.598603344084,261.217468944344,1.38113439973992
"23751924",5,1659.4227,1.77669767354578,3.22004840769185,1.56329435404085,500,1.66164874080028,0.174872421635413,0.48997236736406,-2.14630178822383,-1.16422539780228,0.2883413875,2.13120620033957,11.7812390928763,0.12923108224209,4.70455212889307,-2.85494357304599,292.488270126757,290.892960623884,1.59530950287245
"23751926",5,1653.8661,1.77540859061051,3.21850034537063,1.56247947121913,968,1.66093285536759,0.174266781196211,0.489489776259369,-2.55290711771637,-1.16422539780228,0.0905676794,2.06572373221344,11.7807814636259,0.12909895362487,5.47466791932853,-3.07972814116772,260.605611142238,259.256733143051,1.34887799918753
"23751928",5,1649.97,1.77457490232135,3.21747604787881,1.56194029238959,1360,1.66045917957102,0.173866050554105,0.489170462985822,-2.07473381616284,-1.16422539780228,0.3516464634,2.0525765823824,11.780458966657,0.128587855025192,5.08604204308651,-2.80815779369402,314.983154452486,313.371207514916,1.61194693756996
"23751930",4,1316.3796,1.6600598030605,3.11938114339134,1.51030422356393,1566,1.61509620407448,0.135488887030691,0.458590474385253,-2.11344498144271,-1.16422539780228,0.2427121383,1.29858083179132,11.7593268142541,0.119298591266028,4.98691841394739,-2.84810597210646,213.253547493572,212.608991677392,0.644555816179823
"23751932",4,1311.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751934",4,1311.3936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751936",4,1311.309,1.65875394738652,3.11770504194364,1.50942194236732,642,1.61432110827008,0.134833154519678,0.458067968516775,-2.02434673479894,-1.16422539780228,0.3116930169,1.26651333039824,11.7636606083355,0.11850908417018,4.91486515904451,-2.79793133126563,195.322933808238,194.745007036616,0.57792677162218
"23751938",4,1017.5706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751940",4,1017.5049,1.52783119282548,3.00753650933494,1.45143044972122,755,1.56337480814033,0.0917324877240428,0.423724161462288,-1.48227126327661,-1.16422539780228,1.079057245,1.17323693786637,11.7727565487979,0.120287799347414,4.3078904708918,-2.70763000775841,236.731420127347,236.06623331719,0.665186810156731
"23751942",4,1012.7493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751944",4,1008.855,1.53868940861332,3.00382875075117,1.44947872676047,435,1.56166019347547,0.090281920443982,0.422568309226295,-0.839700567506653,-1.16422539780228,4,1.11625029004687,11.7715916734892,0.129630288616142,3.76132070323751,-2.69854163216135,212.347106690858,211.759133019698,0.587973671160211
"23751946",4,1008.2979,1.53851078749024,3.00358886267723,1.44935245234121,368,1.56154925971314,0.090188070280512,0.422493526800446,-1.5047725493777,-1.16422539780228,1.0371581314,1.13353877636225,11.7715158284189,0.129554303330418,4.20565237540921,-2.70846130612371,219.319893570809,218.706914686927,0.612978883882788
"23751948",4,852.5772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751950",4,852.3288,1.4647020329089,2.93060716340419,1.41093569597281,1883,1.5277996266092,0.0616358164787001,0.399742298864724,-3.89466016019471,-2.79350928043117,0.000986891,1.15817622471858,11.7728652293174,0.127562491016876,7.27296122391582,-5.54340624975559,0.305369665718906,0.30451245122825,0.00085721449065597
"23751952",3,40.8159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751954",3,40.5099,0.101214176898776,1.60756117111492,0.714498972023592,2552,0.91597067134812,-0.45597264313125,-0.0127024818149866,-2.70445049206903,-2.59914613526121,0.0013009076,1.23580790406878,11.2882442375385,0.143053809913068,6.24793513093709,-5.00163602490987,1.12033767125883,1.1165858449988,0.00375182626003919
"23751956",3,27.5706,-0.0395331383640057,1.44044621746064,0.626531515469396,1239,0.838690086924987,-0.521352164483102,-0.0647986982496123,-1.73934747591823,-1.75512893950664,0.00741849634019177,1.36243529279387,11.500498170316,0.13122923058525,4.51797434570759,-3.64811266738551,40.0661960681009,39.929894460348,0.136301607752978
"23751958",2,21.6621,-0.128875440746966,1.33570055636148,0.57139456218966,1949,0.790251537719648,-0.562331269297678,-0.0974519858021154,-1.43049348107804,-2.12885636227693,0.00946563279009171,1.4321869924733,11.5003038510539,0.12337180373769,4.56266354969943,-3.83846731396786,25.611766192981,25.5220103391389,0.0897558538421727
"23751960",2,16.6473,-0.222336839201543,1.22134380599929,0.511198438209181,1739,0.737368439543986,-0.607070470835604,-0.133101422870086,-1.26482186717858,-2.18308753205926,0.0115080884755579,1.35273024730886,11.7048863860505,0.125298409558652,4.40974799177698,-3.81756093264718,25.8194768569219,25.7369505564779,0.0825263004439253
"23751962",2,8.2035,-0.495492034573961,0.91399918243032,0.349415640022839,1717,0.595240092502971,-0.727311322815971,-0.228912669518383,-0.996423068441935,-2.34910185182189,0.0109393720299209,1.18630533657873,11.7271356472607,0.129268698410578,4.15373383131776,-3.96217867204448,17.4116937877617,17.3611152475796,0.0505785401821902
"23751964",1,3.1068,-0.891665210653475,0.492313296482497,0.127444870558525,2377,0.400235809544235,-0.892285316956529,-0.360368525003849,-0.707998841238149,-2.70172089380964,0.00671000560218361,1.15042870340555,12.2057351100945,0.124397743143884,4.15887877466056,-4.06587021059793,11.8344604977387,11.8041282914622,0.0303322062765199
"23751966",4,806.3541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751968",4,800.9361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751970",3,44.7579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751972",3,44.1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23751974",3,40.0248,0.127419899887797,1.60232917046983,0.711744904961522,1460,0.913551186683742,-0.458019531792811,-0.0143334994478979,-1.66439107534404,-1.84317910530108,0.0121306594984181,0.781818181818182,11.3326593126062,0.163925057720208,4.6406991295996,-3.60293890259531,25.4705504969758,25.4034088140907,0.0671416828850383
"23751976",3,33.9246,0.0690557192182983,1.53051473565921,0.673942583648992,1778,0.88034134297542,-0.486115122705458,-0.0367208457821121,-1.5404074511133,-1.99994715284919,0.0126109171639978,0.781818181818182,11.3823506419912,0.158336943719644,4.64658026470655,-3.68997931713817,19.5192990723521,19.4686337609365,0.0506653114156219
"23751978",3,19.7361,-0.14984142024591,1.29526133699537,0.550107806008442,2232,0.77155083836336,-0.578152096469359,-0.110058459841217,-1.18478777062422,-2.32678623525269,0.0144409183986378,0.942251361006823,11.3417976499951,0.13253013749354,4.55430091205615,-3.71873980943336,21.2528585261869,21.1942584621956,0.0586000639913055
