"","comid","rsp_loc","FromNode","ToNode","Hydrosq","rch_lgt","rch_slp","rvr_lgt","rvr_slp","cat_are","wsd_are","rch_are","rch_lgtm","crsp_mss","csar_rch","clgt_rch","crsp_sta","crsp_wsa","rch_wdt","d50m","order","bkf_wdt","doc_annual","do_annual","nitrates","res_time","hz_exchng","aer_resp","anb_resp"
"29",23099468,0.00307518090326494,50019168,50019167,50017503,1.438,0,820.55,0.026641,2.56,871.01,37467.18584,1438,264283.2037,2365572.798,820549,0.111720596,0.000303422,26.0550666230939,0.0001194625,4,1.53215397132577,1.04850665317071,10.0157186110649,1.06724576626702,131085851.773359,7.69999999999996e-08,0.00306045776232926,1.47231409356738e-05
"30",23099470,0.00175895412246388,50019169,50019168,50017702,1.518,0,798.74,0.026579,11.05,856.41,39201.11096,1518,264093.1429,2298248.16,798739,0.11491063,0.000308372,25.8242519985092,9.54286e-05,4,1.52875800345765,1.05251694177068,10.0036876604241,1.07899517920533,220549725.881574,5.06000000000001e-08,0.00175029984998044,8.65427248343922e-06
"31",23099472,0.0021467253508317,50019170,50019169,50017903,1.413,0,793.2,0.026715,2.15,842.45,36175.39923,1413,264019.1858,2253838.809,793199,0.117142,0.000313394,25.6018059204337,9.91388e-05,4,1.52545880570532,1.0671519997985,10.0208863349273,1.09536111144177,204740894.404493,5.63000000000005e-08,0.00213607662397841,1.06487268532971e-05
"32",23099474,0.000954357071904338,50019171,50019170,50018110,1.147,0,785.42,0.026941,14.45,836.56,29256.93365,1147,263932.0973,2208241.175,785422,0.119521409,0.000315497,25.5074282090894,2.76135e-05,4,1.52404810490188,1.07218064750725,10.0199279424981,1.10762456591661,323999999.999998,2.92000000000001e-08,0.000949647736539204,4.70933536513341e-06
"33",23099484,0.000655030501125218,50019172,50140799,50022263,0.922,0,605.61,0.026106,26.22,628.4,20229.59887,922,67156.42532,1639794.052,605613,0.040954183,0.000106869,21.9410351913913,7.5874e-06,4,1.46658539153143,1.13973126834347,10.1169496274772,1.31538079383884,323999999.999998,1.61e-08,0.00065177627539753,3.25422572768761e-06
"34",23099486,0.00123765607136197,50019173,50019172,50022633,2.018,0,566.89,0.024555,1.07,578.98,42408.62941,2018,56905.01302,1569090.033,566891,0.036266251,9.83e-05,21.0151303433781,6.83547e-05,4,1.45013674443938,1.20215902243959,10.149509173323,1.35285017316381,318294331.143605,2.66999999999997e-08,0.00123115289439694,6.50317696503474e-06
"35",23099488,0.00234270259938883,50019174,50019173,50025275,1.848,0,168.35,0.017345,2.1,236.02,24215.27978,1848,43340.30374,545828.3364,168352,0.07940281,0.00018363,13.1035998985706,5.76416e-05,3,1.26991364062528,1.24308212868195,9.99839891882238,1.45906000502779,89168282.4601413,5.29000000000005e-08,0.00232951522901919,1.31873703696417e-05
"36",23099492,0.00196229821278648,50019175,50140802,50026954,3.638,0.01,138.88,0.020305,2.58,151.51,37750.63269,3638,33869.16289,398479.5616,138883,0.084995985,0.000223544,10.3766427027444,5.36614e-05,3,1.18089741138118,1.21188521701579,10.3789271272458,1.64252881559118,62954892.4383362,4.80999999999998e-08,0.00195258271491003,9.71549787645542e-06
"37",23099494,0.00493056788841316,50019176,50019175,50027573,1.71,0.01,130.06,0.021375,0.61,144.84,17328.29048,1710,33788.58355,352691.9193,130061,0.095801978,0.000233282,10.1336173708343,0.0001291162,3,1.17184702768071,1.13304261535049,10.4311082162028,1.73978531318535,23445879.3290763,1.07100000000001e-07,0.00490797373334407,2.25941550690925e-05
"38",23099496,0.0269549729277496,50019177,50019176,50028232,0.124,0.02,120.6,0.022886,0.01,138.67,1228.123011,124,33682.26104,321246.8913,120595,0.10484852,0.000242895,9.90404488734134,0.0003270011,3,1.16311510966907,1.06043427287332,10.4397444620652,1.74640573871403,2528825.0125338,7.08700000000006e-07,0.0268374526420684,0.000117520285681132
"39",23099498,0.00709617820194731,50019178,50019177,50028942,1.091,0.01,110.46,0.024624,1.25,123.63,10171.52441,1091,33576.88019,289224.8406,110459,0.116092657,0.000271592,9.32325541313352,0.0001798606,3,1.14004632586458,0.879394517517749,10.4240624076869,1.65794138988648,9430136.63570673,2.13199999999998e-07,0.00706846810407864,2.77100978686731e-05
"40",23099500,0.00694013205589006,50019179,50019178,50029710,0.98,0.01,107.01,0.024951,0.53,121.02,9034.67929,980,33503.3251,277004.8943,107010,0.120948495,0.000276841,9.21912464941902,0.000176877,3,1.13576389817966,0.836073966813405,10.4454523435137,1.68205479275622,9412913.94370553,2.041e-07,0.00691381592894321,2.63161269468468e-05
"41",23099502,0.0051770491116406,50019180,50019179,50030519,3.831,0.02,90.68,0.027569,2.12,102.44,32352.15477,3831,33194.73326,236430.1479,90681,0.140399748,0.000324041,8.44472874379541,0.0001729707,2,1.1022964004705,0.781818181818182,10.534485441736,1.73896797043751,8649547.96410719,1.96600000000002e-07,0.00515836319233689,1.86859193037097e-05
"42",23099504,0.0128060233991038,50019181,50019180,50031388,1.197,0.02,82.39,0.029372,1.31,96.01,9769.091984,1197,33013.52243,196968.165,82389,0.167608417,0.000343855,8.1614296041398,0.0002480093,2,1.08926715925561,0.781818181818182,10.5061867818248,1.7451076208929,3835124.46439527,4.24399999999997e-07,0.0127595038848607,4.65195142430939e-05
"43",23099506,0.0114808049169366,50019182,50019181,50032312,1.796,0.02,78.79,0.029572,1.68,92.83,14400.438,1796,32886.01048,184731.7244,78785,0.178020373,0.000354261,8.01800214318551,0.0002357069,2,1.08251079502458,0.781818181818182,10.5113076482817,1.67753270257849,4355281.48488731,3.91000000000003e-07,0.0114391497764117,4.16551405248963e-05
"44",23099508,94.853759765625,50019183,50019182,50033316,0.029,0.19,74.19,0.030193,0,87.94,225.9953716,29,32714.47434,166516.7078,74194,0.196463615,0.000372009,7.79282723235189,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"45",23099510,0.0117267748121223,50019184,50019183,50034388,1.374,0.02,67.25,0.02974,1.74,81.77,10305.23143,1374,11199.40724,152989.9886,67252,0.07320353,0.000136962,7.50006705056967,0.0002210905,2,1.05703535511258,0.781818181818182,10.5134225511407,1.59375828463722,4736733.1160213,3.54600000000001e-07,0.0116843859580904,4.23888540318524e-05
"46",23099512,0.0839159734970539,50019185,50019184,50035550,0.273,0.04,62.34,0.030638,0.08,76.51,1977.1552,273,11058.03811,137617.1118,62339,0.080353656,0.000144531,7.24211248456996,0.0005880612,2,1.04368818768052,0.781818181818182,10.4848966053537,1.50719490162177,479048.403562561,2.6741e-06,0.0836125352893502,0.000303438207703724
"47",23099514,0.0574283501084577,50019186,50019185,50036818,0.827,0.03,60.09,0.029789,0.94,74.98,5925.834821,827,10890.45938,133860.2603,60091,0.081356927,0.000145245,7.16551461268881,0.0005109379,2,1.03961708471731,0.781818181818182,10.4918591595553,1.48636463405234,595095.218227797,1.85189999999999e-06,0.057220888613533,0.000207461494924724
"48",23099516,0.0119695757581246,50019187,50019186,50038220,2.324,0.02,55.96,0.0302,5.31,70.99,16179.73615,2324,10537.89944,123536.9786,55955,0.08530158,0.000148442,6.96220141216862,0.000239627,2,1.02862800667992,0.781818181818182,10.5038333367097,1.41752881573931,3712907.0084789,4.22599999999996e-07,0.0119262320396459,4.3343718478685e-05
"49",23099518,0.0230220822980817,50019188,50019187,50039800,1.074,0.02,50.94,0.031802,2.76,61.95,6960.019302,1074,10340.28212,103378.8062,50935,0.10002323,0.000166913,6.4804869291052,0.0003100553,2,1.00128063410114,0.781818181818182,10.4755053244831,1.36996173481114,1773499.84628256,6.905e-07,0.0229385759708526,8.35063272291397e-05
"50",23099520,0.0691850012513359,50019189,50019188,50041567,0.147,0.04,48.05,0.030801,0.03,58.36,923.1876075,147,10176.58842,95210.05563,48051,0.106885647,0.000174376,6.28001220824989,0.0005294117,2,0.989303394908446,0.781818181818182,10.5013773149336,1.35074926078879,515205.721391037,2.20329999999999e-06,0.0689362545301464,0.000248746721189477
"51",23099522,0.0460044136248126,50019190,50019189,50043547,1.216,0.03,44.98,0.03068,2.46,55.95,7468.727747,1216,10110.5258,90874.79996,44978,0.11125775,0.000180706,6.14213829933192,0.0004279,2,0.980817327068079,0.781818181818182,10.4761730101398,1.35055040298277,819952.071105241,1.41549999999999e-06,0.0458380319167589,0.000166381708053747
"52",23099524,0.00453769643510097,50019191,50019190,50045811,0.767,0.01,41.17,0.031091,0.74,50.72,4473.973202,767,9754.797028,80132.42348,41169,0.121733458,0.000192326,5.83289949107571,0.0001349779,2,0.961125416033295,0.781818181818182,10.4627676124862,1.35692633406102,11091911.9839891,1.50800000000002e-07,0.00452112615501783,1.6570280083139e-05
"53",23099526,0.00676210364928263,50019192,50019191,50048384,0.671,0.02,37.68,0.032113,0.7,47.33,3773.808332,671,9732.584058,72299.8674,37684,0.134614134,0.000205632,5.62432437425321,0.0001720174,2,0.947209153505532,0.781818181818182,10.4435965419517,1.36766625495768,5531833.93252897,2.08500000000002e-07,0.00673736766950721,2.47359797754186e-05
"54",23099528,0.00933875919775232,50019193,50019192,50051339,0.522,0.02,35.19,0.030406,0.3,44.68,2848.233138,522,9681.555175,66614.24507,35191,0.14533761,0.000216687,5.45630176115905,0.0002051979,2,0.935654694054738,0.781818181818182,10.4600306532228,1.3774801012032,3545215.82215019,3.03899999999998e-07,0.00930468698307005,3.40722146822654e-05
"55",23099530,0.0103015097163581,50019194,50019193,50054809,1.62,0.02,31.53,0.031082,4.71,42.21,8578.035834,1620,9648.722615,60283.30785,31534,0.16005629,0.000228589,5.29538762282311,0.0002112766,2,0.924205740857235,0.781818181818182,10.4619844021838,1.3843362789434,3323478.25080861,3.50900000000003e-07,0.0102639072726491,3.76024437090257e-05
"56",23099532,0.0639875389940273,50019195,50019194,50058925,0.165,0.05,28.11,0.030238,0.04,36.14,805.1336618,165,9549.158378,50140.39851,28112,0.190448394,0.000264227,4.87983250985691,0.0005155136,2,0.893028355250718,0.781818181818182,10.5379952801227,1.40380549027634,342733.999163761,1.98e-06,0.0637588000633084,0.000228738930718874
"57",23099534,0.0185011302573211,50019196,50019195,50063894,0.613,0.03,24.64,0.030438,0.3,33.97,2895.222001,613,9495.883065,45691.96781,24637,0.207823903,0.000279537,4.72333761269051,0.0002920201,2,0.880586283215908,0.781818181818182,10.5198150798479,1.40942533656756,1256052.47661901,6.33099999999998e-07,0.0184346428496532,6.648740766789e-05
"58",23099536,103.169967651367,50019197,50019196,50070170,0.018,0,21.9,0.027397,0,31.94,82.31033324,18,9412.078283,40706.32121,21896,0.231219084,0.00029468,4.57259282978394,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"59",23099538,0.0121611598425149,50019198,50019197,50078306,2.162,0.03,18.33,0.030005,5.79,27.19,9083.040472,2162,900.2129146,34674.32746,18330,0.025961943,3.31e-05,4.20101798691198,0.0002224568,2,0.835917537662282,0.781818181818182,10.484544148288,1.42669558636322,2062902.50164871,3.93100000000001e-07,0.0121170215634244,4.41382790905555e-05
"60",23099540,0.0718819909362212,50019199,50019198,50089455,0.182,0.06,13.23,0.034769,0.11,18.77,629.1340843,182,783.9427469,21985.43089,13231,0.035657375,4.18e-05,3.45648989049172,0.0004847142,2,0.761504177654937,0.781818181818182,10.447873765397,1.46946145666761,253814.944770358,2.07430000000002e-06,0.0716193779801324,0.000262612956088834
"61",23099542,0.0157516830912839,50019200,50019199,50106294,1.949,0.04,10.9,0.025688,6.61,16.87,6367.867266,1949,432.8627952,19191.02961,10897,0.022555475,2.57e-05,3.26766652432395,0.0002399085,2,0.739989681710929,0.781818181818182,10.4576008480906,1.46014913433122,1182954.7400976,4.632e-07,0.0156943107468713,5.73723444126064e-05
"62",23099544,0.00741146795245481,50019201,50019200,50137443,0.407,0.04,5.84,0.027397,0.12,8.04,900.0595363,407,301.4931436,9324.781232,5838,0.032332463,3.75e-05,2.21215826711657,0.0001475804,2,0.591076983330217,0.781818181818182,10.5751159391776,1.49189949144075,1629197.47194875,2.13499999999999e-07,0.0073850822422006,2.63857102542111e-05
"63",23099546,0.0176165085677134,50155213,50019201,50219491,3.59,0.07,3.59,0.019499,4.43,4.43,5803.459141,3590,102.2366877,5803.459141,3590,0.017616509,2.31e-05,1.6164471989383,0.000180565760680693,1,0.471525069538184,0.781818181818182,10.420798468461,1.50156737798102,604650.991602194,3.65153246064518e-07,0.0175519315866184,6.45769810950337e-05
"64",23099548,0.557730673362438,50019202,50019166,50004708,1.313,0,10583.09,0.034583,7.51,14219.58,148797.2108,1313,2008125590,62672753.23,10583085,32.04144523,0.141222567,113.326144560883,0.0014146198,7,2.09303016461882,2.28588230672048,10.9019037269884,0.41989223671293,25936113.0183367,6.5989e-06,0.552170403382544,0.00556026997989371
"65",23099550,0.283642096004156,50019203,50019202,50004721,0.722,0,10566.48,0.034617,0.46,14205.21,81777.94378,722,2008029885,62505006.39,10566478,32.12590479,0.141358691,113.26584543979,0.0010557301,7,2.09282716182852,2.2708224507942,10.9017656123827,0.419764381541404,57648299.8048242,3.7017e-06,0.280859572831612,0.00278252317254457
"66",23099552,4.27636098861694,50019204,50019203,50004734,0.419,0,10565.76,0.034619,0.79,14204.75,47457.58556,419,2008006689,62423228.45,10565756,32.16761995,0.141361635,113.263914722403,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"67",23099554,0.376133102773894,50019205,50019204,50004747,1.495,0,10565.34,0.034621,3.15,14203.97,169324.6299,1495,2007803743,62375770.86,10565337,32.18884056,0.14135511,113.260640949807,0.0011761746,7,2.09280955061258,2.27020438582629,10.9017536878037,0.419763426924806,53794622.7358125,4.59019999999996e-06,0.372444210457903,0.00368889231599116
"68",23099558,0.103297756695145,50019206,50140804,50004790,0.325,0,10539.27,0.034646,0.2,14186.58,36785.9768,325,2006533571,61926465.07,10539273,32.40187485,0.141438851,113.187627534233,0.0006278453,7,2.09256355753707,2.27862961113886,10.9015863454405,0.41974498300696,202128856.06795,1.2538e-06,0.10227640101499,0.00102135568015501
"69",23099560,0.463531452514415,50019207,50019206,50004804,0.977,0,10537.01,0.034634,1.56,14185.36,110579.3091,977,2006526315,61888379.83,10537011,32.42169726,0.141450504,113.182503779539,0.0012870682,7,2.09254631819544,2.28109617634287,10.9015745977941,0.419743785390998,39104484.912395,5.45090000000006e-06,0.458932843176726,0.00459860933768834
"70",23099562,0.319335708738523,50019208,50019207,50004818,0.343,0,10533.88,0.034607,0.26,14182.71,38817.78785,343,2006471129,61776426.47,10533882,32.47955966,0.141473042,113.171373312955,0.0011091992,7,2.09250885288313,2.30754758387191,10.9015490768842,0.419740745404088,62300423.0301947,4.05969999999996e-06,0.316080089667372,0.00325561907115176
"71",23099564,0.60946078258239,50019209,50019208,50004832,2.523,0,10526.98,0.034575,13.28,14178.78,285489.771,2523,2006453736,61731650.09,10526976,32.50283661,0.141511028,113.154865045635,0.0015467057,7,2.09245318997271,2.29637965344581,10.9015112201124,0.419734433408288,29199336.4294013,7.93589999999993e-06,0.603316656990582,0.00614412559180747
"72",23099566,0.581540061459366,50019210,50019209,50004846,1.58,0,10522.27,0.034588,2.08,14164.25,178688.2238,1580,2006276510,61444340.49,10522265,32.65193334,0.141643681,113.093811251023,0.0014492949,7,2.09224721653269,2.31513285999537,10.9013711648462,0.41960131690967,34915270.3977666,7.01899999999994e-06,0.575561796310612,0.00597826514875419
"73",23099568,0.800446289861203,50019211,50019210,50004862,0.788,0,10520.69,0.034593,8.49,14162.17,89111.04156,788,2006172595,61265652.26,10520685,32.74547028,0.141657147,113.085068906996,0.001751687,7,2.09221774897765,2.32513845921327,10.9013511038862,0.419585129343208,15238150.3594254,1.00676999999999e-05,0.792101240652565,0.0083450492086378
"74",23099570,3.18589395091783,50019212,50019211,50004878,1.829,0,10519.9,0.034595,7.1,14153.68,206767.3117,1829,2006101267,61176541.22,10519897,32.79200208,0.141737079,113.049378470947,0.0037054269,7,2.09209728139111,2.29469799119608,10.9012691898798,0.419359265259822,3830630.48420509,4.05469999999999e-05,3.15332268683439,0.0325712640834473
"75",23099572,13.7481288909912,50019213,50019212,50004892,0.25,0,10518.07,0.034601,1.85,14146.58,28254.87774,250,2005442528,60969773.91,10518068,32.89240552,0.14176165,113.019523514841,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"76",23099576,9.66628551483154,50019214,50140806,50004931,0.438,0,10493.07,0.034661,1.04,14053.48,49330.80086,438,2002759307,60373279.93,10493073,33.17294189,0.142509849,112.62738740816,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"77",23099578,23.2221325835897,50019215,50019214,50004945,1.599,0,10492.64,0.034662,4.63,14052.44,180084.181,1599,2002282461,60323949.13,10492635,33.19216481,0.142486462,112.623000078578,0.0123541166,7,2.09065557573259,2.30654356421231,10.9002885925199,0.445705222291444,309688.448879517,0.0003497759,22.9796092333983,0.242523350191319
"78",23099580,8.85953807830811,50019216,50019215,50004959,0.804,0,10488.12,0.034653,2.24,14045.42,90525.0773,804,1998096015,60141253.32,10488116,33.22338503,0.142259613,112.593380870239,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"79",23099582,56.8854522705078,50019217,50019216,50004974,0.088,0,10485.91,0.034656,0.01,14041.46,9906.748496,88,1997290252,60049349.14,10485905,33.26081433,0.142242349,112.576669701265,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"80",23099584,8.07620716094971,50019218,50019217,50004988,0.362,0,10485.82,0.034656,0.34,14041.45,40752.74024,362,1996726703,60039442.39,10485817,33.25691617,0.142202315,112.576627448843,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"81",23099586,6.60407543182373,50019219,50019218,50005001,0.546,0,10485.46,0.034658,0.53,14041.12,61466.06669,546,1996397575,59998689.65,10485455,33.27401959,0.142182217,112.575234942312,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"82",23099588,14.1700105667114,50019220,50019219,50005014,0.29,0,10484.91,0.034659,0.13,14040.58,32646.16098,290,1995991648,59937223.58,10484909,33.30136982,0.142158775,112.572955696175,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"83",23099590,5.21539306640625,50019221,50019220,50005029,0.174,0,10484.62,0.03466,0.58,14040.46,19587.60274,174,1995529052,59904577.42,10484619,33.31179582,0.142127042,112.572449462508,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"84",23099594,2.50575032832397,50019222,50140807,50005071,0.879,0,10296.79,0.034536,1.1,13924.6,98520.5267,879,1993914100,59409494.6,10296786,33.5622128,0.143193636,112.082509981601,0.0030613655,7,2.08882014035924,2.28729995671851,10.8990402088242,0.44359505373634,6035671.11155116,3.17654000000003e-05,2.48020631892361,0.0255440094003636
"85",23099596,7.28976678848267,50019223,50019222,50005087,0.225,0,10295.91,0.034539,1.47,13923.5,25217.51636,225,1993667232,59310974.07,10295907,33.6138002,0.143187218,112.07784916244,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
